id,causal_linkage_tier,causal_tier,expression_trend,expression_log2fc,therapeutic_alignment,therapeutic_recommendation,systemic_toxicity_risk,strategy_type,perturbation_ace,essentiality_tag,evidence_count,pathways,cell_types_active_in,regulating_snps,paracrine_targets,has_disease_link,has_pathway_link,eqtl_causal_direction,mean_eQTL_Z,max_eQTL_Z,mean_GWAS_Z,mean_GWAS_pval,min_GWAS_pval,n_snps_used,n_eQTL_variants,Evidence_Strength,Gene_Genetic_Confidence_Score,OR,CI_low,CI_high,mr_beta,mr_se,mr_pval,mr_direction,confidence_tier,method,is_gwas_hit,genetic_confidence_score,in_mr_risk,in_mr_protective,in_mr_any,in_eqtl,in_gwas
BMX,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.038,Aggravating,Context-Dependent,Low,Unknown,0.1287,Weak/Contextual,0,Adaptive immune response | Immune response | Immune system process | Positive regulation of immune response | Regulation of immune response,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CXCR5,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
GLDN,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.37,Reversal,Context-Dependent,Low,Unknown,-0.013,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LIPM,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.291,Reversal,Context-Dependent,Low,Unknown,-0.0612,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ANKRD16,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
ICOS,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TNFRSF13B,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
CFB,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
IL7R,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
NEMP2-DT,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
NTN4,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.041,Aggravating,Context-Dependent,Low,Unknown,-0.0182,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
PRAG1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
PRPS2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
RAD51B,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
RASGRP1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TMEM187,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TNFAIP3,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
ZNF629,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
IFI44,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.675,Reversal,Context-Dependent,Low,Unknown,-0.0243,Moderate dependency,0,Biological process involved in interspecies interaction between organisms | Immune response | Immune system process | Response to bacterium | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to virus,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
AFF1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
CCL2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.607,Aggravating,Context-Dependent,Low,Unknown,0.0749,Weak/Contextual,0,COVID-19 adverse outcome pathway | Cell chemotaxis | Cellular response to tumor necrosis factor | Chemokine receptors bind chemokines | Chemokine-mediated signaling pathway | Defense response | Defense response to other organism | Innate immune response | Interactions between immune cells and microRNAs in tumor microenvironment | Interleukin-10 signaling | Lymphocyte chemotaxis | Mononuclear cell migration | Myeloid leukocyte migration | Neutrophil chemotaxis | Neutrophil migration | Positive regulation of apoptotic cell clearance | Response to biotic stimulus | Response to lipopolysaccharide | Response to other organism | SARS-CoV-2 innate immunity evasion and cell-specific immune response | T cell migration | Viral protein interaction with cytokine and cytokine receptor,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CLEC12A,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.34,Reversal,Context-Dependent,Low,Unknown,-0.0361,Moderate dependency,0,Immune System | Innate Immune System | Neutrophil degranulation,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CLEC12B,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.355,Aggravating,Context-Dependent,Low,Unknown,0.02,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
EXOC3L1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.347,Reversal,Activate,Low,Agonist / Stabilizer,-0.1204,Strong dependency,1,Cell communication | Signaling,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
HCP5,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
IFI44L,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,3.108,Reversal,Context-Dependent,Low,Unknown,-0.0501,Moderate dependency,0,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Defense response to virus | Immune response | Immune system process | Network map of SARS-CoV-2 signaling pathway | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to stress | Response to virus,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
IFI6,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.049,Reversal,Context-Dependent,Low,Unknown,-0.0221,Moderate dependency,0,Apoptotic process | Biological process involved in interspecies interaction between organisms | Cell communication | Cellular response to virus | Cytokine Signaling in Immune system | Defense response | Defense response to other organism | Defense response to virus | Immune System | Immune response | Immune system process | Innate immune response | Interferon Signaling | Interferon alpha/beta signaling | Negative regulation of biological process | Negative regulation of cell communication | Negative regulation of cellular process | Negative regulation of metabolic process | Negative regulation of response to stimulus | Negative regulation of signaling | Network map of SARS-CoV-2 signaling pathway | Programmed cell death | Regulation of apoptotic process | Regulation of biological process | Regulation of cell death | Regulation of cellular process | Regulation of response to stimulus | Regulation of signal transduction | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to stress | Response to virus | Signal transduction | Signaling | Type II interferon signaling,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LIF,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.934,Reversal,Context-Dependent,Low,Unknown,-0.072,Moderate dependency,0,Cytokine Signaling in Immune system | Cytokine-cytokine receptor interaction | Interleukin-10 signaling | JAK-STAT signaling pathway | Regulation of binding | Tyrosine phosphorylation of STAT protein,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MS4A4A,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.016,Reversal,Context-Dependent,Low,Unknown,-0.0603,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
NAIP,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.228,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Immune response | Immune system process | Innate immune response | Regulation of defense response | Regulation of immune response | Regulation of response to external stimulus | Regulation of response to stress | Regulation of stress-activated MAPK cascade | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to stress,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
OTOF,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,3.799,Aggravating,Context-Dependent,Low,Unknown,0.0048,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
PRRG1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.328,Aggravating,Context-Dependent,Low,Unknown,0.0807,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SUCNR1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.14,Aggravating,Context-Dependent,Low,Unknown,0.0076,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TEKT2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.201,Reversal,Activate,Low,Agonist / Stabilizer,-0.238,Moderate dependency,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ACE2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.023,Aggravating,Context-Dependent,Low,Unknown,0.2439,Non-essential / growth-suppressive,0,SARS-CoV-2 innate immunity evasion and cell-specific immune response,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ANOS1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.633,Aggravating,Context-Dependent,Low,Unknown,0.1517,Weak/Contextual,0,Response to external stimulus,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CD177,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,2.216,Reversal,Activate,Low,Agonist / Stabilizer,-0.1556,Moderate dependency,1,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Immune System | Immune response | Immune system process | Innate Immune System | Innate immune response | Neutrophil degranulation | Neutrophil migration | Regulation of immune response | Response to biotic stimulus | Response to external stimulus | Response to other organism,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CEACAM6,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.485,Reversal,Activate,Low,Agonist / Stabilizer,-0.2594,Strong dependency,1,Fibronectin matrix formation | Innate Immune System | Neutrophil degranulation,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CLRN1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.077,Aggravating,Context-Dependent,Low,Unknown,0.057,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
DRAM1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
ERG,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.202,Aggravating,Context-Dependent,Low,Unknown,0.0497,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
G6PD,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
INHBA,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.412,Aggravating,Context-Dependent,Low,Unknown,0.0506,Weak/Contextual,0,Cytokine-cytokine receptor interaction | Positive regulation of follicle-stimulating hormone secretion,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MMP8,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.565,Aggravating,Context-Dependent,Low,Unknown,0.0263,Weak/Contextual,0,Positive regulation of tumor necrosis factor production | Regulation of tumor necrosis factor production,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TM9SF2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LINC02213,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.071,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SOCS1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MECP2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LINC02009,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.668,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
PXK,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
NETO1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.043,Reversal,Context-Dependent,Low,Unknown,0.0552,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
HBB,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.639,Aggravating,Context-Dependent,Low,Unknown,0.0571,Moderate dependency,0,Carbon dioxide transport | Network map of SARS-CoV-2 signaling pathway,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
HBD,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.017,Aggravating,Context-Dependent,Low,Unknown,0.0658,Weak/Contextual,0,Carbon dioxide transport,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
PCOLCE2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.605,Reversal,Context-Dependent,Low,Unknown,-0.0329,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CPNE5,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
IKZF2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
CLEC16A,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TNXB,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
BPGM,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,1.106,Aggravating,Context-Dependent,Low,Unknown,0.0757,Weak/Contextual,0,Defense response to protozoan,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
XK,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.175,Aggravating,Context-Dependent,Low,Unknown,0.061,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ABCA13,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.831,Aggravating,Context-Dependent,Low,Unknown,0.01,Moderate dependency,0,Innate Immune System | Neutrophil degranulation,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CAMP,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.426,Reversal,Context-Dependent,Low,Unknown,-0.038,Moderate dependency,0,Antibacterial humoral response | Antimicrobial humoral immune response mediated by antimicrobial peptide | Antimicrobial humoral response | Antimicrobial peptides | Biological process involved in symbiotic interaction | Cellular response to biotic stimulus | Cellular response to lipid | Cellular response to lipopolysaccharide | Defense response to Gram-negative bacterium | Defense response to fungus | Innate Immune System | Innate immune response in mucosa | Killing by host of symbiont cells | Modulation of process of another organism | NOD-like receptor signaling pathway | Neutrophil activation | Neutrophil degranulation | Response to fungus | Response to lipopolysaccharide,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CLDN18,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.465,Aggravating,Context-Dependent,Low,Unknown,0.0151,Moderate dependency,0,Cellular response to tumor necrosis factor,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LCN2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.442,Reversal,Context-Dependent,Low,Unknown,-0.0459,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CA1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.714,Aggravating,Context-Dependent,Low,Unknown,0.0462,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
FRMD3-AS1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.018,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SORT1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LDC1P,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.121,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ANKS1A,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LRRK1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SPRED2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
GPR15,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.231,Aggravating,Context-Dependent,Low,Unknown,0.078,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
IQGAP3,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.086,Reversal,Context-Dependent,Low,Unknown,-0.0705,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CYP7A1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.201,Aggravating,Context-Dependent,Low,Unknown,0.0318,Weak/Contextual,0,Cellular response to lipid | Response to lipid,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LINC03074,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.208,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
IPCEF1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SCN2A,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ROR2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.079,Aggravating,Context-Dependent,Low,Unknown,-0.0185,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
FAM9C,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.106,Aggravating,Context-Dependent,Low,Unknown,0.116,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
UGT2B17,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.031,Reversal,Context-Dependent,Low,Unknown,0.1507,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
